id,Title,Body,User,Label,Created At,Updated At
4228,Add padding to list items on debug.py - ticket_24440,"When viewing debug output, or any code which generates a stack trace, the CSS for debug.py does not contain enough padding for nested list items. This results in a dark grey border which directly touches the line of code it contains. This makes it difficult to read.

This ticket is a request, along with screenshots and patch, to add 5px of padding on two list item CSS declarations.

Before:
![debug-screenshot-before](https://cloud.githubusercontent.com/assets/563460/6448478/e1697108-c0df-11e4-9812-498b47c47cd9.png)

After:
![debug-screenshot-after](https://cloud.githubusercontent.com/assets/563460/6448481/e4b3e410-c0df-11e4-9d5e-7f43eca306ff.png)

Trac ticket link: https://code.djangoproject.com/ticket/24440#no1
",commadelimited,None,2015-03-02T19:27:58Z,2015-03-24T01:27:15Z
4147,Removed unnecessary __init__ definition from DebugLexer.,,prestontimmons,None,2015-02-16T15:37:39Z,2015-02-16T18:00:25Z
4138,Deprecated TEMPLATE_DEBUG setting.,,aaugustin,None,2015-02-15T14:43:10Z,2015-02-15T19:49:36Z
4091,Simplify the implementation of lazy SQL queries in debug.,"This has similar performance implications as:
- 8099d33b6553c9ee7de779ae9d191a1bf22adbda
- 82e0cd15711c7171aed7af5e481967cc721c9642
",alex,None,2015-02-09T05:41:46Z,2015-02-09T05:57:04Z
3926,Refs #24148 -- Documented the bug with case expressions in SQLite < 3.7....,"...0

I've done some testing, and SQLite 3.7.0 is the first version where the failing test case passes.
",michalmo,None,2015-01-15T21:48:16Z,2015-01-16T00:43:19Z
3898,Refs #14645 -- Documented bug with exclude() and multi-value relations,"Described in this ticket: https://code.djangoproject.com/ticket/14645
",seddonym,None,2015-01-12T16:13:00Z,2015-03-25T17:42:24Z
3885,Fixed #24118 -- Added --debug-sql option for tests.,"This will need documentation and preferably some tests if we decide it's a feature we like.

From the ticket:

> It's a common problem (_especially_ when working on ORM code) to want to print the complete sql queries run during a failing test, especially when parts of the run sql are in the traceback...

Example output:

```
> ./runtests.py expressions --debug-sql
Testing against Django installed in '/Users/marc/code/django/django'
Creating test database for alias 'default'...
Creating test database for alias 'other'...
.........s...............................s...F.Es...
======================================================================
ERROR: test_invalid_operator (expressions.tests.FTimeDeltaTests)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/Users/marc/code/django/tests/expressions/tests.py"", line 779, in test_invalid_operator
    1/0
ZeroDivisionError: integer division or modulo by zero

----------------------------------------------------------------------
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e0', u'2010-06-25', u'2010-06-25', 0.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:15:30.747000'); args=[u'e0', u'2010-06-25', u'2010-06-25', 0.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:15:30.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e1', u'2010-06-25', u'2010-06-26', 253000.0, u'2010-06-26 12:15:30.747000', u'2010-06-26 12:15:31'); args=[u'e1', u'2010-06-25', u'2010-06-26', 253000.0, u'2010-06-26 12:15:30.747000', u'2010-06-26 12:15:31']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e2', u'2010-06-22', u'2010-06-25', 3600000000.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:16:14.747000'); args=[u'e2', u'2010-06-22', u'2010-06-25', 3600000000.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:16:14.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e3', u'2010-06-25', u'2010-06-30', 76080000000.0, u'2010-06-29 12:15:30.747000', u'2010-06-30 09:23:30.747000'); args=[u'e3', u'2010-06-25', u'2010-06-30', 76080000000.0, u'2010-06-29 12:15:30.747000', u'2010-06-30 09:23:30.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e4', u'2010-06-15', u'2010-07-05', 777600000000.0, u'2010-06-25 12:15:30.747000', u'2010-07-05 12:15:30.747000'); args=[u'e4', u'2010-06-15', u'2010-07-05', 777600000000.0, u'2010-06-25 12:15:30.747000', u'2010-07-05 12:15:30.747000']
(0.000) QUERY = u'SELECT ""expressions_experiment"".""id"", ""expressions_experiment"".""name"", ""expressions_experiment"".""assigned"", ""expressions_experiment"".""completed"", ""expressions_experiment"".""estimated_time"", ""expressions_experiment"".""start"", ""expressions_experiment"".""end"" FROM ""expressions_experiment"" ORDER BY ""expressions_experiment"".""name"" ASC' - PARAMS = (); args=()

======================================================================
FAIL: test_durationfield_add (expressions.tests.FTimeDeltaTests)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""/Users/marc/code/django/tests/expressions/tests.py"", line 793, in test_durationfield_add
    self.fail()
AssertionError: None

----------------------------------------------------------------------
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e0', u'2010-06-25', u'2010-06-25', 0.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:15:30.747000'); args=[u'e0', u'2010-06-25', u'2010-06-25', 0.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:15:30.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e1', u'2010-06-25', u'2010-06-26', 253000.0, u'2010-06-26 12:15:30.747000', u'2010-06-26 12:15:31'); args=[u'e1', u'2010-06-25', u'2010-06-26', 253000.0, u'2010-06-26 12:15:30.747000', u'2010-06-26 12:15:31']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e2', u'2010-06-22', u'2010-06-25', 3600000000.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:16:14.747000'); args=[u'e2', u'2010-06-22', u'2010-06-25', 3600000000.0, u'2010-06-25 12:15:30.747000', u'2010-06-25 12:16:14.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e3', u'2010-06-25', u'2010-06-30', 76080000000.0, u'2010-06-29 12:15:30.747000', u'2010-06-30 09:23:30.747000'); args=[u'e3', u'2010-06-25', u'2010-06-30', 76080000000.0, u'2010-06-29 12:15:30.747000', u'2010-06-30 09:23:30.747000']
(0.000) QUERY = u'INSERT INTO ""expressions_experiment"" (""name"", ""assigned"", ""completed"", ""estimated_time"", ""start"", ""end"") VALUES (%s, %s, %s, %s, %s, %s)' - PARAMS = (u'e4', u'2010-06-15', u'2010-07-05', 777600000000.0, u'2010-06-25 12:15:30.747000', u'2010-07-05 12:15:30.747000'); args=[u'e4', u'2010-06-15', u'2010-07-05', 777600000000.0, u'2010-06-25 12:15:30.747000', u'2010-07-05 12:15:30.747000']
(0.000) QUERY = u'SELECT ""expressions_experiment"".""id"", ""expressions_experiment"".""name"", ""expressions_experiment"".""assigned"", ""expressions_experiment"".""completed"", ""expressions_experiment"".""estimated_time"", ""expressions_experiment"".""start"", ""expressions_experiment"".""end"" FROM ""expressions_experiment"" ORDER BY ""expressions_experiment"".""name"" ASC' - PARAMS = (); args=()
(0.001) QUERY = u'SELECT ""expressions_experiment"".""id"", ""expressions_experiment"".""name"", ""expressions_experiment"".""assigned"", ""expressions_experiment"".""completed"", ""expressions_experiment"".""estimated_time"", ""expressions_experiment"".""start"", ""expressions_experiment"".""end"" FROM ""expressions_experiment"" WHERE ""expressions_experiment"".""start"" = ((django_format_dtdelta(\'+\', ""expressions_experiment"".""start"", ""expressions_experiment"".""estimated_time""))) ORDER BY ""expressions_experiment"".""name"" ASC' - PARAMS = (); args=()
(0.001) QUERY = u'SELECT ""expressions_experiment"".""id"", ""expressions_experiment"".""name"", ""expressions_experiment"".""assigned"", ""expressions_experiment"".""completed"", ""expressions_experiment"".""estimated_time"", ""expressions_experiment"".""start"", ""expressions_experiment"".""end"" FROM ""expressions_experiment"" WHERE ""expressions_experiment"".""end"" < ((django_format_dtdelta(\'+\', ""expressions_experiment"".""start"", ""expressions_experiment"".""estimated_time""))) ORDER BY ""expressions_experiment"".""name"" ASC' - PARAMS = (); args=()
(0.001) QUERY = u'SELECT ""expressions_experiment"".""id"", ""expressions_experiment"".""name"", ""expressions_experiment"".""assigned"", ""expressions_experiment"".""completed"", ""expressions_experiment"".""estimated_time"", ""expressions_experiment"".""start"", ""expressions_experiment"".""end"" FROM ""expressions_experiment"" WHERE ""expressions_experiment"".""end"" >= ((django_format_dtdelta(\'+\', (django_format_dtdelta(\'+\', ""expressions_experiment"".""start"", ""expressions_experiment"".""estimated_time"")), \'01:00:00\'))) ORDER BY ""expressions_experiment"".""name"" ASC' - PARAMS = (); args=()

----------------------------------------------------------------------
Ran 52 tests in 0.315s

FAILED (failures=1, errors=1, skipped=3)
Destroying test database for alias 'default'...
Destroying test database for alias 'other'...
```
",mjtamlyn,None,2015-01-10T23:00:27Z,2015-01-12T08:19:47Z
3577,Fixed #23871 -- Removed promotion of MySQL warnings to errors in DEBUG mode.,,timgraham,None,2014-11-19T19:40:00Z,2014-12-02T19:15:56Z
3535,Fixes #23643 - Show exception chain in debug template for Py3k,"https://code.djangoproject.com/ticket/23643#no4
",tricoder42,None,2014-11-15T15:05:49Z,2015-03-30T18:09:58Z
3486,Fixed #14664 -- Logged a warning if MiddlewareNotUsed is raised in DEBUG mode.,"https://code.djangoproject.com/ticket/14664
",berkerpeksag,None,2014-11-07T19:59:44Z,2014-11-27T19:05:40Z
3375,Update migrations.txt with note about DEBUG.,"Updating migrations.txt with a short note on the behavior of settings.DEBUG, Django saving all the queries it runs in that mode, and its affect on large data migrations.
",daidoji,None,2014-10-15T23:34:51Z,2014-10-22T18:14:43Z
3246,Fixed a bug that appears by using the bash autocompletion with Python 3.,"My environment is Python 3.4 and Linux Mint 17. When using the django autocompletion, a TAB-completion after a command gives me an exception. For instance, typing a TAB after `django-admin startproject`:

```
$ django-admin startproject Traceback (most recent call last):
      ...
  File "".../django/core/management/__init__.py"", line 262, in autocomplete
    options = sorted((k, v) for k, v in options if k.startswith(curr))
TypeError: unorderable types: bool() < NoneType()
```

That happens because at line 225 the `options` list is initilized as:

```
options = [('--help', None)]
```

and at line 263:

```
options = sorted((k, v) for k, v in options if k.startswith(curr))
```

But since `options` contains `--help` twice, in Python 3 we get an error comparing a `bool` with `None`:

```
>>> sorted([('foo', True), ('--help', False), ('--help', None)])
Traceback (most recent call last):
    ...
TypeError: unorderable types: NoneType() < bool()
```

That obviously does not happen in Python 2. The doctring of `autocomplete()` says:

```
>>> from django.core.management import ManagementUtility
>>> for line in ManagementUtility.autocomplete.__doc__.splitlines()[10:15]:
...     print(line)
... 

        Subcommand options are saved as pairs. A pair consists of
        the long option string (e.g. '--exclude') and a boolean
        value indicating if the option requires arguments. When printing to
        stdout, an equal sign is appended to options which require arguments.
```

So, how come `options` is initialized with the pair `('--help', None)` instead of `('--help', False)`?
",marco-buttu,None,2014-09-20T14:50:11Z,2014-09-25T12:17:04Z
3146,Fixing bug in migrations.SeparateDatabaseAndState,"The `migrations.SeparateDatabaseAndState` class currently appears to not work, which makes an ironic sort of sense, given https://code.djangoproject.com/ticket/22918

This patch fixes what seems to be an obvious error in the code, allowing the migration to actually run. Before this patch, attempting to use `migrations.SeparateDatabaseAndState` in a migration failed with the following traceback:

```
Creating test database for alias 'default'...
Traceback (most recent call last):
  File ""./manage.py"", line 10, in <module>
    execute_from_command_line(sys.argv)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/__init__.py"", line 385, in execute_from_command_line
    utility.execute()
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/__init__.py"", line 377, in execute
    self.fetch_command(subcommand).run_from_argv(self.argv)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/commands/test.py"", line 50, in run_from_argv
    super(Command, self).run_from_argv(argv)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/base.py"", line 288, in run_from_argv
    self.execute(*args, **options.__dict__)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/commands/test.py"", line 71, in execute
    super(Command, self).execute(*args, **options)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/base.py"", line 338, in execute
    output = self.handle(*args, **options)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/commands/test.py"", line 88, in handle
    failures = test_runner.run_tests(test_labels)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/test/runner.py"", line 147, in run_tests
    old_config = self.setup_databases()
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/test/runner.py"", line 109, in setup_databases
    return setup_databases(self.verbosity, self.interactive, **kwargs)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/test/runner.py"", line 299, in setup_databases
    serialize=connection.settings_dict.get(""TEST_SERIALIZE"", True),
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/db/backends/creation.py"", line 374, in create_test_db
    test_flush=True,
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/__init__.py"", line 115, in call_command
    return klass.execute(*args, **defaults)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/base.py"", line 338, in execute
    output = self.handle(*args, **options)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/core/management/commands/migrate.py"", line 160, in handle
    executor.migrate(targets, plan, fake=options.get(""fake"", False))
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/db/migrations/executor.py"", line 63, in migrate
    self.apply_migration(migration, fake=fake)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/db/migrations/executor.py"", line 97, in apply_migration
    migration.apply(project_state, schema_editor)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/db/migrations/migration.py"", line 107, in apply
    operation.database_forwards(self.app_label, schema_editor, project_state, new_state)
  File ""/Users/dave/Workspace/crfs_products/venv/src/django/django/db/migrations/operations/special.py"", line 27, in database_forwards
    database_operation.database_forwards(self, app_label, schema_editor, from_state, to_state)
TypeError: database_forwards() takes 5 positional arguments but 6 were given
```

This patch doesn't fix the related issue of no unit tests for `migrations.SeparateDatabaseAndState` (https://code.djangoproject.com/ticket/22918). I suspect that writing unit tests for DB migrations is rather specialised, so I'm assuming that the author of the new (and generally excellent) Django 1.7 migrations will handle this better than I could.
",etianen,None,2014-09-01T09:36:45Z,2014-09-02T08:28:42Z
3019,bugfix 19139: Make OpenLayersWidget respect GeoModelAdmin's modifiable attribute,"ref https://code.djangoproject.com/ticket/19139
",fcurella,None,2014-08-04T16:17:06Z,2014-09-12T06:50:01Z
2976,Fixed #23060 -- UnicodeDecodeError in debug templatetag,"Then a PR #2933

@claudep pls, review, thanks :beer: 

Reference Documents:
- https://docs.djangoproject.com/en/dev/internals/contributing/committing-code/#committing-guidelines
- https://docs.djangoproject.com/en/1.6/internals/contributing/writing-code/working-with-git/
",qingfeng,None,2014-07-26T15:45:06Z,2014-07-26T16:07:32Z
2968,fixed #22873 -- rename use_debug_cursor to force_debug_cursor to clarify...,"rename use_debug_cursor to force_debug_cursor to clarify the private API behaviour
",areski,None,2014-07-26T11:08:11Z,2014-07-26T14:39:41Z
2967,Fixed #23070 -- not to break the debug page by callable setting with __slots__,,hirokiky,None,2014-07-26T10:42:55Z,2014-07-26T12:43:03Z
2964,Fixed #22808 -- Fixed bug in ModelMultipleChoiceField choices validation,,nip3o,None,2014-07-26T09:09:29Z,2014-07-31T19:33:41Z
2961,Fixed #22979: Move bug* tests,"Moved bug8245 to it's own directory: admin_autodiscover. Moved bug639 to model_forms tests.
",tb123,None,2014-07-26T01:35:23Z,2014-07-27T01:24:17Z
2933,[CLOSE]Fixed #23060 -- UnicodeDecodeError in debug templatetag,"ticket: [23060](https://code.djangoproject.com/ticket/23060)

pls, review, thanks :beer: 
",qingfeng,None,2014-07-21T17:39:29Z,2014-07-26T15:42:28Z
2846,Fixed #21668 -- Return detailed error page when SuspiciousOperation is raised and DEBUG=True,,coder9042,None,2014-06-24T12:39:39Z,2014-06-24T13:09:51Z
2689,Fixed bug in spanish translation on auth forms,,albertoalcolea,None,2014-05-20T10:29:43Z,2014-06-28T13:27:31Z
2455,Fixed SpooledTemporaryFile bug in File class.,"Added condition to prevent checking the existence of a file name of a
file like object when the name attribute is None. This is necessary
because a SpooledTemporaryFile won't exist on the file system or have a
name until it has reached its max_size. Also added tests.
",hlawrenz,None,2014-03-21T15:05:25Z,2014-06-25T06:21:33Z
2336,Fixed bug with inspection of arguments in Python 3,,ilya-pirogov,None,2014-02-21T10:43:32Z,2014-06-24T17:03:12Z
2202,Fix and test for Bug #18255 Inconsistent data type for BigIntegerField a...,"...fter calling full_clean()
",adamduren,None,2014-01-23T06:09:20Z,2014-06-16T07:22:44Z
2134,Fixed bug from #21206.,"Added test to verify an empty label performs discovery on the current
working directory.
",prestontimmons,None,2013-12-31T18:04:04Z,2014-06-24T23:58:43Z
2006,Fixing URL bug to allow users to have only one URL rule.,"Currently Django 1.6 does not allow developers to specify only one URL within the urls.py file. The app_name and namespace attributes don't exist and an exception is thrown if urls.py only contains one URL.
# 

Traceback (most recent call last):
  File ""/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/wsgiref/handlers.py"", line 85, in run
    self.result = application(self.environ, self.start_response)
  File ""/Users/dmyerscough/nagios-api-env/lib/python2.7/site-packages/django/contrib/staticfiles/handlers.py"", line 67, in **call**
    return self.application(environ, start_response)
  File ""/Users/dmyerscough/nagios-api-env/lib/python2.7/site-packages/django/core/handlers/wsgi.py"", line 206, in **call**
    response = self.get_response(request)
  File ""/Users/dmyerscough/nagios-api-env/lib/python2.7/site-packages/django/core/handlers/base.py"", line 148, in get_response
    response = debug.technical_404_response(request, e)
  File ""/Users/dmyerscough/nagios-api-env/lib/python2.7/site-packages/django/views/debug.py"", line 471, in technical_404_response
    and tried[0][0].app_name == tried[0][0].namespace == 'admin')):
AttributeError: 'RegexURLPattern' object has no attribute 'app_name'
# 

Steps to reproduce this:-

1 - Edit the urls.py file and include only one URL rule

urlpatterns = patterns('',
    url(r'^test/', 'nagios_api.views.comments', name='home'),

2 - Connect to the Django web server and the error above will be reproduced.
",dmyerscough,None,2013-11-29T13:26:09Z,2014-06-12T09:00:05Z
2002,Set zip_safe to false to avoid a ton of debug messages during install.,"During install, it's pretty annoying to see a list of every single time that Django uses `__file__`. By specifying `zip_false` in the call to `setup`, these messages aren't output and Django is simply unpacked into a directory, as it isn't zip compatible anyway:

```
Getting distribution for 'django==1.6.0'.
warning: no previously-included files matching '__pycache__' found under directory '*'
warning: no previously-included files matching '*.py[co]' found under directory '*'
zip_safe flag not set; analyzing archive contents...
django.conf.project_template.project_name.settings: module references __file__
django.contrib.admin.bin.compress: module references __file__
django.contrib.admindocs.views: module references __file__
django.contrib.auth.tests.test_context_processors: module references __file__
django.contrib.auth.tests.test_forms: module references __file__
django.contrib.auth.tests.test_views: module references __file__
django.contrib.flatpages.tests.test_csrf: module references __file__
django.contrib.flatpages.tests.test_middleware: module references __file__
django.contrib.flatpages.tests.test_templatetags: module references __file__
django.contrib.flatpages.tests.test_views: module references __file__
django.contrib.formtools.tests.tests: module references __file__
django.contrib.formtools.tests.wizard.namedwizardtests.tests: module references __file__
django.contrib.formtools.tests.wizard.wizardtests.tests: module references __file__
django.contrib.gis.geometry.test_data: module references __file__
django.contrib.gis.tests.geo3d.tests: module references __file__
django.contrib.gis.tests.geogapp.tests: module references __file__
django.contrib.gis.tests.layermap.tests: module references __file__
django.contrib.sitemaps.tests.test_http: module references __file__
django.contrib.staticfiles.storage: module references __file__
django.core.management.__init__: module references __path__
django.core.management.sql: module references __file__
django.core.management.templates: module references __path__
django.core.management.commands.makemessages: module references __file__
django.db.utils: module references __file__
django.db.models.loading: module references __file__
django.db.models.loading: module references __path__
django.template.loaders.app_directories: module references __file__
django.test._doctest: module references __file__
django.test._doctest: module MAY be using inspect.getsourcefile
django.utils.autoreload: module references __file__
django.utils.module_loading: module references __path__
django.utils.version: module references __file__
django.utils.translation.trans_real: module references __file__
django.utils.unittest.collector: module references __file__
django.utils.unittest.loader: module references __file__
django.views.i18n: module references __file__
Got Django 1.6.
```
",naftulikay,None,2013-11-27T23:46:46Z,2014-07-19T16:12:38Z
1948,Fixed #21443 -- Cannot show debug info on PY3's importlib,"See [ticket 21443](https://code.djangoproject.com/ticket/21443).
",Bouke,None,2013-11-20T17:51:11Z,2014-06-15T07:16:01Z
1833,Test case for repeated deletion bug in issue #18508,"Updated test case for repeated deletion bug in issue #18508.
",OleLaursen,None,2013-10-31T12:41:12Z,2014-06-20T10:47:50Z
1737,Fixed #20962: render() methods could raise exceptions in DEBUG,"See [ticket 20962](https://code.djangoproject.com/ticket/20962).
",Bouke,None,2013-10-14T12:45:24Z,2014-06-25T00:10:36Z
1682,Solving bug #21170,"This solves https://code.djangoproject.com/ticket/21170
",mnowotka,None,2013-09-26T09:41:25Z,2014-07-20T01:19:42Z
1579,Fix debug view blowing up when a template is not given to render(),"See https://code.djangoproject.com/ticket/21058

First commit from DjangoCon 2013 by @jambonrose and @ianawilson
",ianawilson,None,2013-09-06T20:59:44Z,2014-06-18T20:38:17Z
1519,Fixed bug #2818 with another side of ForeignKey. Missed condition detail in a89b156 commit,"As we can see, in https://code.djangoproject.com/ticket/2818 we have fixed bug in django admin behavior with joins - we should use distinct in this cases. Commit 4938c8e fixed this issue.
But, in a89b156 it was reworked as set of codelines for enhanced conditions. To check for possible joins, was created function lookup_needs_distinct. It looks for field by name(for example, in 'user__docs__name' it takes 'user') and does some checks to verify is it relation object.
As we can see, RelatedObject(any relation) and ManyToManyRel(reverse side of ManyToMany) handled. But, we also have reverse side of ForeignKey - ManyToOneRel. So yea, we have a problem here - appearance of bug #2818. So I decide to create this pull request. At least, it works perfectly for me.
FYI, I'm not checking for OneToOneRel, because there should be no duplications in this case.
",iorlas,None,2013-08-27T10:05:19Z,2014-06-15T07:21:04Z
1467,Fixed bug in paginator when QuerySet is generated with objects.extra(),"The paginator relies on the `count()` method on a QuerySet. When a QuerySet is generated with a call to `objects.extra()`, however, the `count()` method is unavailable. It will return with a `DatabaseError: no such column 'foo'`. The other viable option is to take the length of the list of objects in the QuerySet. This is already implemented when the `count()` method can't be accessed for other reasons, so the only thing to do is add `DatabaseError` to the except clause.
",mattr555,None,2013-08-12T02:38:08Z,2014-07-20T01:21:04Z
1437,Unlocalize line numbers and ids in debug 500 view.,"While using USE_L10N, line numbers and IDs are printed as comma
separated values.
",ramiro,None,2013-08-04T22:12:16Z,2014-07-17T12:37:07Z
1372,Cleaned up UserAdmin.get_form() that worked around a bug fixed in 23e1b59.,"Refs #18681.
",loic,None,2013-07-18T17:02:26Z,2014-06-30T06:46:18Z
1292,Fix bug #20631. The max length of the email is 254 ,"How you can see in the next link the max length of an email is 254 chars. Now we have only 75 chars...

http://stackoverflow.com/questions/386294/what-is-the-maximum-length-of-a-valid-email-address

Pull request related:

https://github.com/django/django/pull/1291

Ticket related:

https://code.djangoproject.com/ticket/20631

With this pull request we can customize the max length of the emails.

The max length does not change directly, because ""At present we do not have the ability to make schema changes in core and so we cannot change the underlying database field of any given model field"" (Marc Tamlyn, @mjtamlyn)
",goinnn,None,2013-06-20T11:12:23Z,2014-06-17T06:11:19Z
1290,Fix bug 19881:  Document that get_next/previous_by_FOO uses default mana...,"...ger.
",ubernostrum,None,2013-06-20T06:54:41Z,2014-06-13T06:38:27Z
1289,"Fix bug 19695: Retitle ""Form Media"" to ""Form Assets"".","This also rewrites the former docs/topics/forms/media.txt to match the
new title. Whenever possible, references to ""media"" have become proper
references to a Media class, or a Media declaration or media
property. Failing that, the word ""media"" is not used, and where it's
impossible to rewrite the docs to be clean English without using some
word for this, ""assets"" is used.
",ubernostrum,None,2013-06-20T06:54:34Z,2014-07-20T01:22:03Z
1286,Fixed minor bug in documentation and updated my Authors entry,,shanx,None,2013-06-19T20:43:28Z,2014-07-20T01:22:04Z
1276,Fixed bug in a versionadded statement in templates builtins docs.,"Well, I just removed a colon.
",batisteo,None,2013-06-17T07:40:26Z,2014-07-20T01:22:07Z
1268,Fix widget has changed bug,"This fixes https://code.djangoproject.com/ticket/19557 which has been reported 5 month ago and still is open.
",jrief,None,2013-06-13T21:38:03Z,2014-06-18T18:39:59Z
1249,Fixed #19875 - Added notes in docs regarding DEBUG=False and empty ALLOWED HOSTS.,"Also modified runserver to output an error message if
it won't serve any requests due to such a config.
",timgraham,None,2013-06-06T17:20:38Z,2014-06-17T06:57:12Z
1219,Fixes #20502 -- i18n test bug discovered by Travis.,"If the following tests are run in this order:
- defaultfilters.tests.DefaultFiltersTests.test_localized_filesizeformat
- i18n.tests.AppResolutionOrderI18NTests

then the second test will fail because the first has cached the 'de' translation before the second one changes INSTALLED_APPS to install the test app, which has its own translation.
",qris,None,2013-05-26T10:49:41Z,2014-07-03T15:17:59Z
1070,Fix bug introduced in contrib.gis in 74f3884ae0,"See discussion on #1069
",mfogel,None,2013-05-15T21:59:02Z,2014-07-20T01:23:13Z
1007,Bugfixes around utils.functional.allow_lazy,"Includes fixes for the following tickets:
- https://code.djangoproject.com/ticket/20221
- https://code.djangoproject.com/ticket/20222
- https://code.djangoproject.com/ticket/20223
- https://code.djangoproject.com/ticket/20231

Here's the two main points that this PR change:
- Introduce `keep_lazy` as a replacement for `allow_lazy`, which allows it to be used with normal decorator syntax.
- Fix the issue of lazy strings not being marked safe by introducing a `safe` decorator that marks the output of functions as safe, and using that decorator on the lazy-enabled version of functions.
",bmispelon,None,2013-04-10T10:20:24Z,2014-06-12T13:12:43Z
996,Fixed #19987 All host validation disabled when DEBUG=True.,"The documentation promises that host validation is disabled when
DEBUG=True, that all hostnames are accepted. Domains not compliant with
RFC 1034/1035 were however being validated, this validation has now been
removed when DEBUG=True.

Additionally, when DEBUG=False a more detailed SuspiciousOperation
exception message is provided when host validation fails because the
hostname is not RFC 1034/1035 compliant.
",willhardy,None,2013-04-06T01:16:23Z,2014-07-20T01:23:36Z
988,Update debug.py,"Interactive debug response was nerfed as of Django 1.4 when working with AJAX. The change resulted in internal errors only returning the traceback body, and not the nice interactive debug response which we know and love.

This change makes working with AJAX in >1.4 very difficult compared with <1.4. 

My proposed change makes this nerfing optional: set NERF_DEBUG_ON_AJAX to False in your settings.py to get the goodness when using AJAX.

See here: https://github.com/django/django/commit/0d9b6a5bc43c06716212bd3f847460ce985381aa
",rikatee,None,2013-04-03T21:54:00Z,2014-07-18T14:19:40Z
