Issue ID,Issue Body,issue of User,commitID,Commit Subject,Semantic Confidence Level,Syntactic Confidence Level
8746,Add multilevel crop and resize functions,syiming,95d8a879,change resnetFPN as an internal class,2,0
8746,Add multilevel crop and resize functions,syiming,3e73c76c,change batchnorm trainable to true,2,0
8746,Add multilevel crop and resize functions,syiming,184adec9,remove not garuanteed,2,0
8746,Add multilevel crop and resize functions,syiming,a85c5b96,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,145ac875,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,0e0f739b,force pad to multiple pad tensors of zero with same dtype of input,2,0
8746,Add multilevel crop and resize functions,syiming,26f976c1,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,6c5ddd54,add doc string for resnetfpn layers,2,0
8746,Add multilevel crop and resize functions,syiming,d1d33691,changing argument sequece to make it consistent with model builder,2,0
8746,Add multilevel crop and resize functions,syiming,ee436648,Merge,2,1
8746,Add multilevel crop and resize functions,syiming,4267bf41,"remove fpn message from ssd.proto, use fpn.proto",2,0
8746,Add multilevel crop and resize functions,syiming,c41aedff,moving fpn message to fpn.proto,2,0
8746,Add multilevel crop and resize functions,syiming,938f102d,reshape output for second stage,2,0
8746,Add multilevel crop and resize functions,syiming,086d3873,fix typo,2,1
8746,Add multilevel crop and resize functions,syiming,705dbf33,merge,2,1
8746,Add multilevel crop and resize functions,syiming,4faea59a,remove extraeneous spaces,2,0
8746,Add multilevel crop and resize functions,syiming,f7d74d68,change crop and resize fn to fit multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,47bc1813,Merge remote-tracking branch 'upstream/master' into add_multilevel_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,d8611151,change _crop_and_resize_fn to multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,8a120d0e,change crop_and_resize_fn input to make it consistant with multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,b48046ed,multilevel_native_crop_and_resize doesn't support bfloat16,2,0
8746,Add multilevel crop and resize functions,syiming,0e59ecc7,change unittest since default max_fpn_level is change to 6,2,0
8746,Add multilevel crop and resize functions,syiming,2e13b9a7,change the default max_fpn_level to 6,2,0
8746,Add multilevel crop and resize functions,syiming,70c974d3,Add coarse layers for faster rcnn fpn keras model,2,0
8746,Add multilevel crop and resize functions,syiming,7d0dc183,remove min_depth and depth_multiplier feature,2,0
8746,Add multilevel crop and resize functions,syiming,1538da90,modify feature extractor name,2,0
8746,Add multilevel crop and resize functions,syiming,aef04705,drop unittest test_extract_proposal_features_dies_with_incorrect_rank_inputs,2,0
8746,Add multilevel crop and resize functions,syiming,9dcd43dd,remove enable_v2_behavior,2,0
8746,Add multilevel crop and resize functions,syiming,2d19f98e,add todo in get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e4244a46,modify doc string for Feature extractor:,2,0
8746,Add multilevel crop and resize functions,syiming,248dbe7c,rename fpn feature extractors,2,0
8746,Add multilevel crop and resize functions,syiming,81bc290f,Modify scope for multilevel crop and resize function,2,0
8746,Add multilevel crop and resize functions,syiming,c63169b2,add doc string for multilevel_native_crop and resize,2,0
8746,Add multilevel crop and resize functions,syiming,fda51c28,change crop_and_resize_fn into multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,d2deafd6,change features_to_crop as a single tensor to make sure it is consistent with the calling funciton,2,0
8746,Add multilevel crop and resize functions,syiming,d41fc8f4,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,e58d3ccd,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,ca0acc9a,remove unused import,2,0
8746,Add multilevel crop and resize functions,syiming,4a2e1975,Add unit test for multilevel_matmul_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,46cea4f6,add todo: consider more efficient approach to compute multilevel cropped features,2,0
8746,Add multilevel crop and resize functions,syiming,3efe2425,remove unused unit test,2,0
8746,Add multilevel crop and resize functions,syiming,8ce327f8,Add test for multilevel_native_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,eb4b727d,Fix bugs for multilevel_native_crop_and_resize,2,1
8746,Add multilevel crop and resize functions,syiming,6291404a,compute tensor once and change all values not belone to this level to zero,2,0
8746,Add multilevel crop and resize functions,syiming,a0593dc5,add multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,efe7c3ea,fix tiny errors.,2,1
8746,Add multilevel crop and resize functions,syiming,b88095dc,Add multilevel functions dealing with multilevel features.,2,0
8746,Add multilevel crop and resize functions,syiming,76516b2e,add faster rcnn resnet v1 fpn feature extractor to model builder,2,0
8746,Add multilevel crop and resize functions,syiming,1cf70ed7,Fix coding style for feature extractor.,2,1
8746,Add multilevel crop and resize functions,syiming,7140eede,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,8db480c9,add shape test for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,ef68a826,fix error in get_box_classifier_feature_extractor_model,2,1
8746,Add multilevel crop and resize functions,syiming,7a147514,change default fpn_min_level to 2,2,0
8746,Add multilevel crop and resize functions,syiming,51e82b3c,Update size on extract_proposal_features tests,2,0
8746,Add multilevel crop and resize functions,syiming,c4969f7c,change keras model output format,2,0
8746,Add multilevel crop and resize functions,syiming,cadd3bad,add unit test for get_proposal_feature_extractor_model incorrect dimension,2,0
8746,Add multilevel crop and resize functions,syiming,6a2c9932,add unit test for get_proposal_feature_extractor_model smaller input size,2,0
8746,Add multilevel crop and resize functions,syiming,d26ef0e6,add unit test for get_proposal_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e899a6fa,Init test file for faster_rcnn_fpn_keras_feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,37b9a136,remove unused code,2,0
8746,Add multilevel crop and resize functions,syiming,cc2642a9,draft for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e649274e,add seperated class for resnet 50 101 152,2,0
8746,Add multilevel crop and resize functions,syiming,33a4c064,draft for faster rcnn resnet v1 fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,b1025b3b,Merge remote-tracking branch 'upstream/master' into fasterrcnn_fpn_keras_feature_extractor,2,0
8746,Add multilevel crop and resize functions,syiming,69ce1c45,draft for faster rcnn resnet vi fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,f00cc5da,Initial commit for faster rcnn resnet v1 fpn feature extractor.,2,0
8746,Add multilevel crop and resize functions,syiming,0f271534,remove unused data augmentation method,2,0
8746,Add multilevel crop and resize functions,syiming,54ba0acb,add comments,2,0
8746,Add multilevel crop and resize functions,syiming,707c23b6,add config,2,0
8746,Add multilevel crop and resize functions,syiming,18d95442,add different results for whether to use expected shapes or nor,2,0
8746,Add multilevel crop and resize functions,syiming,46c80691,add different results for whether to use expected shapes or nor,2,0
8746,Add multilevel crop and resize functions,syiming,2dbe7ba0,fix docstring,2,1
8746,Add multilevel crop and resize functions,syiming,13078601,fix bug,2,1
8746,Add multilevel crop and resize functions,syiming,a4d4d0f4,pass image shape into _compute_second_stage_input_feature_map,2,0
8746,Add multilevel crop and resize functions,syiming,47b575bb,fix typo,2,1
8746,Add multilevel crop and resize functions,syiming,eef5dd14,add test for multilevel,2,0
8746,Add multilevel crop and resize functions,syiming,3f3135bb,add test for multilevel,2,0
8746,Add multilevel crop and resize functions,syiming,800a4c00,add note for the choice of num_levels - 2,2,0
8746,Add multilevel crop and resize functions,syiming,d03f4fb6,remove unused check,2,0
8746,Add multilevel crop and resize functions,syiming,4dcc11d1,change doc string for rpn_box_predictor_features,2,0
8746,Add multilevel crop and resize functions,syiming,e186a940,change doc string for rpn_box_predictor_features,2,0
8746,Add multilevel crop and resize functions,syiming,782d3852,fix code style,2,1
8746,Add multilevel crop and resize functions,syiming,740ef06b,merge,2,1
8746,Add multilevel crop and resize functions,syiming,9d6d3cfb,Merge,2,1
8746,Add multilevel crop and resize functions,syiming,f190597d,removing testing code using tf1,2,0
8746,Add multilevel crop and resize functions,syiming,a6f9dad0,remove unused print,2,0
8746,Add multilevel crop and resize functions,syiming,92700f62,Adding kwargs for rpn feature extractor. Temp: force running keras model using tf1,2,0
8746,Add multilevel crop and resize functions,syiming,90106a40,Modify code to suit multiscale anchor generator,2,0
8746,Add multilevel crop and resize functions,syiming,86fe1753,rm unused print,2,0
8746,Add multilevel crop and resize functions,syiming,a836069a,Fix predict second stage recive a list rpn_features,2,1
8746,Add multilevel crop and resize functions,syiming,503cc99c,Fix context_rcnn_meta_arch_tf1_test.py failed test,2,1
8746,Add multilevel crop and resize functions,syiming,1855f881,Fix faster_rcnn_meta_arch. All test on this file passed,2,1
8746,Add multilevel crop and resize functions,syiming,fd7e8be5,concat all anchors,2,0
8746,Add multilevel crop and resize functions,syiming,1c6ba420,move variable to a list,2,0
8746,Add multilevel crop and resize functions,syiming,7c4ca261,Change testcase that been affected by changing the output and input format:,2,0
8746,Add multilevel crop and resize functions,syiming,28d7aac1,Change rpn_box_predictor_features into a list.,2,0
8746,Add multilevel crop and resize functions,syiming,6ebbfe13, Change all features_to_crop into a list of tensors.,2,0
8746,Add multilevel crop and resize functions,syiming,4152a5c7,move BidirectionalFeaturePyramidNetworks to fpn.proto,2,0
8746,Add multilevel crop and resize functions,syiming,17821c0d,fix doc string for get_box_classifier_feature_extractor_model,2,1
8746,Add multilevel crop and resize functions,syiming,bd27aa70,add batchnorm layer,2,0
8746,Add multilevel crop and resize functions,syiming,95d8a879,change resnetFPN as an internal class,2,0
8746,Add multilevel crop and resize functions,syiming,3e73c76c,change batchnorm trainable to true,2,0
8746,Add multilevel crop and resize functions,syiming,184adec9,remove not garuanteed,2,0
8746,Add multilevel crop and resize functions,syiming,a85c5b96,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,145ac875,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,0e0f739b,force pad to multiple pad tensors of zero with same dtype of input,2,0
8746,Add multilevel crop and resize functions,syiming,26f976c1,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,6c5ddd54,add doc string for resnetfpn layers,2,0
8746,Add multilevel crop and resize functions,syiming,d1d33691,changing argument sequece to make it consistent with model builder,2,0
8746,Add multilevel crop and resize functions,syiming,ee436648,Merge,2,1
8746,Add multilevel crop and resize functions,syiming,4267bf41,"remove fpn message from ssd.proto, use fpn.proto",2,0
8746,Add multilevel crop and resize functions,syiming,c41aedff,moving fpn message to fpn.proto,2,0
8746,Add multilevel crop and resize functions,syiming,938f102d,reshape output for second stage,2,0
8746,Add multilevel crop and resize functions,syiming,086d3873,fix typo,2,1
8746,Add multilevel crop and resize functions,syiming,705dbf33,merge,2,1
8746,Add multilevel crop and resize functions,syiming,4faea59a,remove extraeneous spaces,2,0
8746,Add multilevel crop and resize functions,syiming,f7d74d68,change crop and resize fn to fit multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,47bc1813,Merge remote-tracking branch 'upstream/master' into add_multilevel_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,d8611151,change _crop_and_resize_fn to multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,8a120d0e,change crop_and_resize_fn input to make it consistant with multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,b48046ed,multilevel_native_crop_and_resize doesn't support bfloat16,2,0
8746,Add multilevel crop and resize functions,syiming,0e59ecc7,change unittest since default max_fpn_level is change to 6,2,0
8746,Add multilevel crop and resize functions,syiming,2e13b9a7,change the default max_fpn_level to 6,2,0
8746,Add multilevel crop and resize functions,syiming,70c974d3,Add coarse layers for faster rcnn fpn keras model,2,0
8746,Add multilevel crop and resize functions,syiming,7d0dc183,remove min_depth and depth_multiplier feature,2,0
8746,Add multilevel crop and resize functions,syiming,1538da90,modify feature extractor name,2,0
8746,Add multilevel crop and resize functions,syiming,aef04705,drop unittest test_extract_proposal_features_dies_with_incorrect_rank_inputs,2,0
8746,Add multilevel crop and resize functions,syiming,9dcd43dd,remove enable_v2_behavior,2,0
8746,Add multilevel crop and resize functions,syiming,2d19f98e,add todo in get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e4244a46,modify doc string for Feature extractor:,2,0
8746,Add multilevel crop and resize functions,syiming,248dbe7c,rename fpn feature extractors,2,0
8746,Add multilevel crop and resize functions,syiming,81bc290f,Modify scope for multilevel crop and resize function,2,0
8746,Add multilevel crop and resize functions,syiming,c63169b2,add doc string for multilevel_native_crop and resize,2,0
8746,Add multilevel crop and resize functions,syiming,fda51c28,change crop_and_resize_fn into multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,d2deafd6,change features_to_crop as a single tensor to make sure it is consistent with the calling funciton,2,0
8746,Add multilevel crop and resize functions,syiming,d41fc8f4,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,e58d3ccd,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,ca0acc9a,remove unused import,2,0
8746,Add multilevel crop and resize functions,syiming,4a2e1975,Add unit test for multilevel_matmul_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,46cea4f6,add todo: consider more efficient approach to compute multilevel cropped features,2,0
8746,Add multilevel crop and resize functions,syiming,3efe2425,remove unused unit test,2,0
8746,Add multilevel crop and resize functions,syiming,8ce327f8,Add test for multilevel_native_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,eb4b727d,Fix bugs for multilevel_native_crop_and_resize,2,1
8746,Add multilevel crop and resize functions,syiming,6291404a,compute tensor once and change all values not belone to this level to zero,2,0
8746,Add multilevel crop and resize functions,syiming,a0593dc5,add multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,efe7c3ea,fix tiny errors.,2,1
8746,Add multilevel crop and resize functions,syiming,b88095dc,Add multilevel functions dealing with multilevel features.,2,0
8746,Add multilevel crop and resize functions,syiming,76516b2e,add faster rcnn resnet v1 fpn feature extractor to model builder,2,0
8746,Add multilevel crop and resize functions,syiming,1cf70ed7,Fix coding style for feature extractor.,2,1
8746,Add multilevel crop and resize functions,syiming,7140eede,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,8db480c9,add shape test for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,ef68a826,fix error in get_box_classifier_feature_extractor_model,2,1
8746,Add multilevel crop and resize functions,syiming,7a147514,change default fpn_min_level to 2,2,0
8746,Add multilevel crop and resize functions,syiming,51e82b3c,Update size on extract_proposal_features tests,2,0
8746,Add multilevel crop and resize functions,syiming,c4969f7c,change keras model output format,2,0
8746,Add multilevel crop and resize functions,syiming,cadd3bad,add unit test for get_proposal_feature_extractor_model incorrect dimension,2,0
8746,Add multilevel crop and resize functions,syiming,6a2c9932,add unit test for get_proposal_feature_extractor_model smaller input size,2,0
8746,Add multilevel crop and resize functions,syiming,d26ef0e6,add unit test for get_proposal_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e899a6fa,Init test file for faster_rcnn_fpn_keras_feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,37b9a136,remove unused code,2,0
8746,Add multilevel crop and resize functions,syiming,cc2642a9,draft for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e649274e,add seperated class for resnet 50 101 152,2,0
8746,Add multilevel crop and resize functions,syiming,33a4c064,draft for faster rcnn resnet v1 fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,b1025b3b,Merge remote-tracking branch 'upstream/master' into fasterrcnn_fpn_keras_feature_extractor,2,0
8746,Add multilevel crop and resize functions,syiming,69ce1c45,draft for faster rcnn resnet vi fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,f00cc5da,Initial commit for faster rcnn resnet v1 fpn feature extractor.,2,0
8746,Add multilevel crop and resize functions,syiming,0f271534,remove unused data augmentation method,2,0
8746,Add multilevel crop and resize functions,syiming,54ba0acb,add comments,2,0
8746,Add multilevel crop and resize functions,syiming,707c23b6,add config,2,0
8746,Add multilevel crop and resize functions,syiming,18d95442,add different results for whether to use expected shapes or nor,2,0
8746,Add multilevel crop and resize functions,syiming,46c80691,add different results for whether to use expected shapes or nor,2,0
8746,Add multilevel crop and resize functions,syiming,2dbe7ba0,fix docstring,2,1
8746,Add multilevel crop and resize functions,syiming,13078601,fix bug,2,1
8746,Add multilevel crop and resize functions,syiming,a4d4d0f4,pass image shape into _compute_second_stage_input_feature_map,2,0
8746,Add multilevel crop and resize functions,syiming,47b575bb,fix typo,2,1
8746,Add multilevel crop and resize functions,syiming,eef5dd14,add test for multilevel,2,0
8746,Add multilevel crop and resize functions,syiming,3f3135bb,add test for multilevel,2,0
8746,Add multilevel crop and resize functions,syiming,800a4c00,add note for the choice of num_levels - 2,2,0
8746,Add multilevel crop and resize functions,syiming,d03f4fb6,remove unused check,2,0
8746,Add multilevel crop and resize functions,syiming,4dcc11d1,change doc string for rpn_box_predictor_features,2,0
8746,Add multilevel crop and resize functions,syiming,e186a940,change doc string for rpn_box_predictor_features,2,0
8746,Add multilevel crop and resize functions,syiming,782d3852,fix code style,2,1
8746,Add multilevel crop and resize functions,syiming,740ef06b,merge,2,1
8746,Add multilevel crop and resize functions,syiming,9d6d3cfb,Merge,2,1
8746,Add multilevel crop and resize functions,syiming,f190597d,removing testing code using tf1,2,0
8746,Add multilevel crop and resize functions,syiming,a6f9dad0,remove unused print,2,0
8746,Add multilevel crop and resize functions,syiming,92700f62,Adding kwargs for rpn feature extractor. Temp: force running keras model using tf1,2,0
8746,Add multilevel crop and resize functions,syiming,90106a40,Modify code to suit multiscale anchor generator,2,0
8746,Add multilevel crop and resize functions,syiming,86fe1753,rm unused print,2,0
8746,Add multilevel crop and resize functions,syiming,a836069a,Fix predict second stage recive a list rpn_features,2,1
8746,Add multilevel crop and resize functions,syiming,503cc99c,Fix context_rcnn_meta_arch_tf1_test.py failed test,2,1
8746,Add multilevel crop and resize functions,syiming,1855f881,Fix faster_rcnn_meta_arch. All test on this file passed,2,1
8746,Add multilevel crop and resize functions,syiming,fd7e8be5,concat all anchors,2,0
8746,Add multilevel crop and resize functions,syiming,1c6ba420,move variable to a list,2,0
8746,Add multilevel crop and resize functions,syiming,7c4ca261,Change testcase that been affected by changing the output and input format:,2,0
8746,Add multilevel crop and resize functions,syiming,28d7aac1,Change rpn_box_predictor_features into a list.,2,0
8746,Add multilevel crop and resize functions,syiming,6ebbfe13, Change all features_to_crop into a list of tensors.,2,0
8746,Add multilevel crop and resize functions,syiming,4152a5c7,move BidirectionalFeaturePyramidNetworks to fpn.proto,2,0
8746,Add multilevel crop and resize functions,syiming,17821c0d,fix doc string for get_box_classifier_feature_extractor_model,2,1
8746,Add multilevel crop and resize functions,syiming,bd27aa70,add batchnorm layer,2,0
8746,Add multilevel crop and resize functions,syiming,95d8a879,change resnetFPN as an internal class,2,0
8746,Add multilevel crop and resize functions,syiming,3e73c76c,change batchnorm trainable to true,2,0
8746,Add multilevel crop and resize functions,syiming,184adec9,remove not garuanteed,2,0
8746,Add multilevel crop and resize functions,syiming,a85c5b96,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,145ac875,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,0e0f739b,force pad to multiple pad tensors of zero with same dtype of input,2,0
8746,Add multilevel crop and resize functions,syiming,26f976c1,add pad_to_multiple,2,0
8746,Add multilevel crop and resize functions,syiming,6c5ddd54,add doc string for resnetfpn layers,2,0
8746,Add multilevel crop and resize functions,syiming,d1d33691,changing argument sequece to make it consistent with model builder,2,0
8746,Add multilevel crop and resize functions,syiming,ee436648,Merge,2,1
8746,Add multilevel crop and resize functions,syiming,4267bf41,"remove fpn message from ssd.proto, use fpn.proto",2,0
8746,Add multilevel crop and resize functions,syiming,c41aedff,moving fpn message to fpn.proto,2,0
8746,Add multilevel crop and resize functions,syiming,938f102d,reshape output for second stage,2,0
8746,Add multilevel crop and resize functions,syiming,086d3873,fix typo,2,1
8746,Add multilevel crop and resize functions,syiming,705dbf33,merge,2,1
8746,Add multilevel crop and resize functions,syiming,4faea59a,remove extraeneous spaces,2,0
8746,Add multilevel crop and resize functions,syiming,f7d74d68,change crop and resize fn to fit multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,47bc1813,Merge remote-tracking branch 'upstream/master' into add_multilevel_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,d8611151,change _crop_and_resize_fn to multilevel ones,2,0
8746,Add multilevel crop and resize functions,syiming,8a120d0e,change crop_and_resize_fn input to make it consistant with multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,b48046ed,multilevel_native_crop_and_resize doesn't support bfloat16,2,0
8746,Add multilevel crop and resize functions,syiming,0e59ecc7,change unittest since default max_fpn_level is change to 6,2,0
8746,Add multilevel crop and resize functions,syiming,2e13b9a7,change the default max_fpn_level to 6,2,0
8746,Add multilevel crop and resize functions,syiming,70c974d3,Add coarse layers for faster rcnn fpn keras model,2,0
8746,Add multilevel crop and resize functions,syiming,7d0dc183,remove min_depth and depth_multiplier feature,2,0
8746,Add multilevel crop and resize functions,syiming,1538da90,modify feature extractor name,2,0
8746,Add multilevel crop and resize functions,syiming,aef04705,drop unittest test_extract_proposal_features_dies_with_incorrect_rank_inputs,2,0
8746,Add multilevel crop and resize functions,syiming,9dcd43dd,remove enable_v2_behavior,2,0
8746,Add multilevel crop and resize functions,syiming,2d19f98e,add todo in get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e4244a46,modify doc string for Feature extractor:,2,0
8746,Add multilevel crop and resize functions,syiming,248dbe7c,rename fpn feature extractors,2,0
8746,Add multilevel crop and resize functions,syiming,81bc290f,Modify scope for multilevel crop and resize function,2,0
8746,Add multilevel crop and resize functions,syiming,c63169b2,add doc string for multilevel_native_crop and resize,2,0
8746,Add multilevel crop and resize functions,syiming,fda51c28,change crop_and_resize_fn into multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,d2deafd6,change features_to_crop as a single tensor to make sure it is consistent with the calling funciton,2,0
8746,Add multilevel crop and resize functions,syiming,d41fc8f4,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,e58d3ccd,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,ca0acc9a,remove unused import,2,0
8746,Add multilevel crop and resize functions,syiming,4a2e1975,Add unit test for multilevel_matmul_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,46cea4f6,add todo: consider more efficient approach to compute multilevel cropped features,2,0
8746,Add multilevel crop and resize functions,syiming,3efe2425,remove unused unit test,2,0
8746,Add multilevel crop and resize functions,syiming,8ce327f8,Add test for multilevel_native_crop_and_resize,2,0
8746,Add multilevel crop and resize functions,syiming,eb4b727d,Fix bugs for multilevel_native_crop_and_resize,2,1
8746,Add multilevel crop and resize functions,syiming,6291404a,compute tensor once and change all values not belone to this level to zero,2,0
8746,Add multilevel crop and resize functions,syiming,a0593dc5,add multilevel function,2,0
8746,Add multilevel crop and resize functions,syiming,efe7c3ea,fix tiny errors.,2,1
8746,Add multilevel crop and resize functions,syiming,b88095dc,Add multilevel functions dealing with multilevel features.,2,0
8746,Add multilevel crop and resize functions,syiming,76516b2e,add faster rcnn resnet v1 fpn feature extractor to model builder,2,0
8746,Add multilevel crop and resize functions,syiming,1cf70ed7,Fix coding style for feature extractor.,2,1
8746,Add multilevel crop and resize functions,syiming,7140eede,fix coding style,2,1
8746,Add multilevel crop and resize functions,syiming,8db480c9,add shape test for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,ef68a826,fix error in get_box_classifier_feature_extractor_model,2,1
8746,Add multilevel crop and resize functions,syiming,7a147514,change default fpn_min_level to 2,2,0
8746,Add multilevel crop and resize functions,syiming,51e82b3c,Update size on extract_proposal_features tests,2,0
8746,Add multilevel crop and resize functions,syiming,c4969f7c,change keras model output format,2,0
8746,Add multilevel crop and resize functions,syiming,cadd3bad,add unit test for get_proposal_feature_extractor_model incorrect dimension,2,0
8746,Add multilevel crop and resize functions,syiming,6a2c9932,add unit test for get_proposal_feature_extractor_model smaller input size,2,0
8746,Add multilevel crop and resize functions,syiming,d26ef0e6,add unit test for get_proposal_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e899a6fa,Init test file for faster_rcnn_fpn_keras_feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,37b9a136,remove unused code,2,0
8746,Add multilevel crop and resize functions,syiming,cc2642a9,draft for get_box_classifier_feature_extractor_model,2,0
8746,Add multilevel crop and resize functions,syiming,e649274e,add seperated class for resnet 50 101 152,2,0
8746,Add multilevel crop and resize functions,syiming,33a4c064,draft for faster rcnn resnet v1 fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,b1025b3b,Merge remote-tracking branch 'upstream/master' into fasterrcnn_fpn_keras_feature_extractor,2,0
8746,Add multilevel crop and resize functions,syiming,69ce1c45,draft for faster rcnn resnet vi fpn feature extractor,2,0
8746,Add multilevel crop and resize functions,syiming,f00cc5da,Initial commit for faster rcnn resnet v1 fpn feature extractor.,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
8717,Update maskrcnn_parser.py,freezestudio,28a18f7f,Update maskrcnn_parser.py,2,0
